date,open,high,low,close,volume
2024-02-21,1576.0457659509111,1576.0457659509111,1549.0251945486223,1558.6754150390625,4300508
2024-02-22,1567.5722005233338,1586.0252797181995,1548.1776365233488,1582.9654541015625,5841277
2024-02-23,1597.6997014214783,1599.0648084069708,1574.0684559887509,1578.728759765625,5373072
2024-02-26,1576.9401335584062,1576.9401335584062,1548.742705946912,1563.0062255859375,2782438
2024-02-27,1563.8063128021718,1573.315286661556,1556.0861831168934,1566.254150390625,5159088
2024-02-28,1572.2796869156693,1589.0381630824766,1564.7949283890164,1573.45654296875,3188916
2024-02-29,1567.5721783829442,1583.8127910418666,1556.5568522895687,1575.951416015625,7814722
2024-03-01,1571.3381567596207,1574.1154909938598,1554.3914300839626,1557.8748779296875,6387291
2024-03-04,1560.8407342180715,1567.0545116352562,1538.0568453792753,1541.3990478515625,4445156
2024-03-05,1538.386193843857,1541.5401450012134,1508.2586796437324,1512.495361328125,4596579
2024-03-06,1509.0119027331223,1525.3466412368123,1483.7800637991031,1522.8988037109375,6420684
2024-03-07,1522.004526976097,1533.1611004999932,1510.3300907656321,1521.86328125,6348359
2024-03-11,1514.0489306330928,1519.3683431830998,1495.0779873422402,1506.940673828125,6752895
2024-03-12,1506.375809923436,1529.9129319534898,1504.1633434380817,1518.5679931640625,4614222
2024-03-13,1518.5208697901078,1529.4420705773052,1505.0105857809417,1517.108642578125,5688997
2024-03-14,1519.9331026141767,1560.746446205705,1513.9075768353332,1556.556884765625,8803799
2024-03-15,1545.0707498555741,1549.4957975654736,1523.6519697189988,1538.38623046875,11809997
2024-03-18,1534.6203153666463,1537.1152732206572,1505.2930391151203,1508.8707275390625,4958904
2024-03-19,1499.173324716635,1505.4342217324486,1466.8333442521293,1470.0814208984375,6870411
2024-03-20,1471.540790852675,1482.7914886121835,1461.5139544170574,1463.9617919921875,4759059
2024-03-21,1472.4822954464403,1484.6744782005846,1453.087730653012,1463.7264404296875,11062497
2024-03-22,1431.9983895472183,1439.4361424981196,1410.5324900051585,1420.559326171875,14673890
2024-03-26,1404.6953849138222,1419.2412797585116,1400.8353200453062,1405.307373046875,8351081
2024-03-27,1408.4614033302403,1411.285858016063,1394.85699256447,1397.0223388671875,6857402
2024-03-28,1400.129150066849,1423.3367734843898,1400.129150066849,1410.391357421875,12499530
2024-04-01,1435.7644049013911,1440.4247089660325,1405.4486385196594,1407.9434814453125,6580002
2024-04-02,1397.9637802788536,1405.7781506375063,1394.1978408148962,1396.080810546875,7279400
2024-04-03,1392.4560485461666,1407.613931160152,1388.690109266799,1394.009521484375,8736248
2024-04-04,1403.3302528566012,1408.1318024819914,1382.0997240670574,1399.7054443359375,11186915
2024-04-05,1393.4447725803975,1399.7055552251502,1389.6788329794124,1392.55029296875,5072482
2024-04-08,1396.221927423092,1403.706685446096,1387.8426899035271,1390.29052734375,6610887
2024-04-09,1402.8123617129154,1425.2197460789992,1400.2703987062528,1407.3785400390625,9423230
2024-04-10,1412.5567483925915,1421.5008543199363,1397.6813569645744,1418.62939453125,6744595
2024-04-12,1415.9933358940898,1418.6295396712196,1392.9269550899642,1397.8697509765625,12275616
2024-04-15,1393.3975389714133,1404.6482366428452,1375.5564475345761,1382.240966796875,8531224
2024-04-16,1366.0944202615754,1370.0016050968616,1330.3651187142993,1331.68310546875,16173541
2024-04-18,1337.9441165902024,1360.1631363842591,1325.1399454315383,1336.202392578125,22107945
2024-04-19,1303.9565542134908,1343.3576733174316,1298.072273734188,1328.6705322265625,20603621
2024-04-22,1336.8142967644505,1352.772418228229,1330.3651488397243,1348.912353515625,5859087
2024-04-23,1358.562670672261,1362.1873644449943,1349.1478219496535,1357.997802734375,4856174
2024-04-24,1359.7865843478146,1359.7865843478146,1343.54597104933,1347.0294189453125,4268213
2024-04-25,1336.9085799448767,1360.3515773251563,1336.9085799448767,1354.2789306640625,9089398
2024-04-26,1355.4557017420498,1360.8222343797577,1343.4988900371166,1346.5587158203125,8062444
2024-04-29,1346.2762368329832,1355.549954695784,1344.6757585333085,1350.79541015625,5055957
2024-04-30,1350.7484339914095,1352.4902731194234,1334.6020587754597,1337.426513671875,6936588
2024-05-02,1330.3179985042082,1340.6743311181829,1329.235268018188,1331.68310546875,10076354
